comment_id,response_id,question,comment_text
C00299,R01099,what_to_change,The office rules changed twice this year with no explanation. The rest of my experience here is positive.
C00300,R01099,what_works,My manager is genuinely supportive and gives me feedback I can use. That should be the standard everywhere.
C00301,R01102,what_to_change,To be direct: my salary has not kept up with inflation for two years running. It is the one thing I would change.
C00302,R01102,what_works,My team is genuinely welcoming and people look out for each other.
C00303,R01109,what_to_change,Our systems do not talk to each other so we rekey the same data twice. It is the one thing I would change.
C00304,R01109,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken. My team lead protects our workload and it makes a real difference."
C00305,R01110,what_to_change,I answer messages at 10pm because there is no other way to keep up. The rest of my experience here is positive.
C00306,R01114,what_to_change,Every week is firefighting; there is no capacity left for anything planned. I am already looking at other options.
C00307,R01120,what_to_change,Shift patterns get published too late to plan anything around them. Otherwise this is a good place to work.
C00308,R01120,what_works,One thing that works: my team lead backs us up when things go wrong and that builds trust. Please keep it.
C00309,R01128,what_to_change,"Honestly, i did not have a laptop for my first week, which set the tone."
C00310,R01141,what_works,"One thing that works: i always know where I stand with my manager, which I value. Please keep it."
C00311,R01143,what_to_change,We hire externally for roles that people inside could grow into.
C00312,R01143,what_works,Flexibility around school hours is the main reason I stay. That should be the standard everywhere.
C00313,R01144,what_to_change,"Promotions here go to people who are visible to leadership, not to people who deliver. Frankly it is exhausting."
C00314,R01146,what_to_change,The main issue is that shift patterns get published too late to plan anything around them. This needs fixing this year. Our systems do not talk to each other so we rekey the same data twice.
C00315,R01149,what_to_change,"Two people left my team last year and neither was replaced, so the work just moved to us. Nothing has changed since the last survey."
C00316,R01159,what_to_change,"To be direct: my salary has not kept up with inflation for two years running. I did not have a laptop for my first week, which set the tone."
C00317,R01159,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken. That should be the standard everywhere."
C00318,R01169,what_to_change,"The pay bands are a secret, which makes it impossible to trust the process. Recognition stops at my manager and never travels further up."
C00319,R01169,what_works,I can raise a concern here without worrying about how it will be taken. That should be the standard everywhere.
C00320,R01171,what_to_change,Leadership talks about transparency and then reorganises without warning. It is the one thing I would change.
C00321,R01173,what_to_change,"Two people left my team last year and neither was replaced, so the work just moved to us. Otherwise this is a good place to work."
C00322,R01174,what_to_change,My salary has not kept up with inflation for two years running. It is the one thing I would change.
C00323,R01174,what_works,One thing that works: i can raise a concern here without worrying about how it will be taken.
C00324,R01175,what_to_change,"I did not have a laptop for my first week, which set the tone. It should not be this hard."
C00325,R01175,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken. My manager makes a point of recognising good work publicly."
C00326,R01188,what_works,One thing that works: my manager is genuinely supportive and gives me feedback I can use. That should be the standard everywhere.
C00327,R01198,what_to_change,"Honestly, i commute an hour to sit on video calls I could take from home. It is the one thing I would change."
C00328,R01201,what_works,"One thing that works: i always know where I stand with my manager, which I value. Please keep it."
C00329,R01205,what_to_change,Getting access to a tool takes weeks and nobody owns the process. Otherwise this is a good place to work.
C00330,R01205,what_works,One thing that works: my development plan is real and we actually review it.
C00331,R01210,what_to_change,The main issue is that benefits are fine but the base salary is below what I am offered elsewhere.
C00332,R01213,what_to_change,"The pay bands are a secret, which makes it impossible to trust the process. It should not be this hard."
C00333,R01216,what_to_change,To be direct: good work is expected and never mentioned; mistakes are mentioned immediately. This needs fixing this year.
C00334,R01222,what_to_change,"Honestly, there is no visible route from my role to the next one. It should not be this hard."
C00335,R01225,what_to_change,The main issue is that training budget exists on paper but every request gets postponed. It should not be this hard.
C00336,R01232,what_to_change,To be direct: my first month was three days of induction and then nothing. It is the one thing I would change.
C00337,R01233,what_to_change,The main issue is that shift patterns get published too late to plan anything around them. Otherwise this is a good place to work.
C00338,R01233,what_works,One thing that works: my onboarding buddy made the first weeks much easier.
C00339,R01236,what_to_change,The main issue is that training budget exists on paper but every request gets postponed. This needs fixing this year.
C00340,R01236,what_works,"Genuinely, the team shout-outs in our monthly meeting are a small thing that works. That should be the standard everywhere."
C00341,R01241,what_to_change,The main issue is that good work is expected and never mentioned; mistakes are mentioned immediately. I am already looking at other options.
C00342,R01246,what_to_change,There is no visible route from my role to the next one. I am already looking at other options.
C00343,R01246,what_works,One thing that works: the pension contribution and the extra leave days are genuinely good. That should be the standard everywhere.
C00344,R01248,what_to_change,Our systems do not talk to each other so we rekey the same data twice. It is the one thing I would change.
C00345,R01248,what_works,The pension contribution and the extra leave days are genuinely good. That should be the standard everywhere.
C00346,R01257,what_to_change,"Honestly, there is no visible route from my role to the next one."
C00347,R01257,what_works,My manager is genuinely supportive and gives me feedback I can use. Please keep it.
C00348,R01258,what_works,The direction for the year is clear and I can see how my work fits. That should be the standard everywhere.
C00349,R01264,what_to_change,Shift patterns get published too late to plan anything around them. It should not be this hard.
C00350,R01264,what_works,One thing that works: the pension contribution and the extra leave days are genuinely good. That should be the standard everywhere.
C00351,R01265,what_to_change,The main issue is that recognition stops at my manager and never travels further up. The same voices dominate every meeting and the rest of us stop trying.
C00352,R01265,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken."
C00353,R01277,what_to_change,"Honestly, the pay bands are a secret, which makes it impossible to trust the process."
C00354,R01279,what_to_change,Strategy changes every quarter and nobody explains why. This needs fixing this year.
C00355,R01279,what_works,The new scheduling tool has saved us hours every week. Please keep it.
C00356,R01281,what_to_change,"Honestly, the office rules changed twice this year with no explanation. I am already looking at other options."
C00357,R01284,what_to_change,There is no visible route from my role to the next one. This needs fixing this year.
C00358,R01287,what_to_change,"Honestly, the approval process takes longer than the work itself."
C00359,R01287,what_works,Flexibility around school hours is the main reason I stay.
C00360,R01288,what_to_change,The main issue is that training budget exists on paper but every request gets postponed. It should not be this hard.
C00361,R01288,what_works,One thing that works: my onboarding buddy made the first weeks much easier.
C00362,R01292,what_works,One thing that works: my manager is genuinely supportive and gives me feedback I can use. Please keep it.
C00363,R01293,what_to_change,"To be direct: promotions here go to people who are visible to leadership, not to people who deliver. Otherwise this is a good place to work."
C00364,R01293,what_works,One thing that works: the pension contribution and the extra leave days are genuinely good. My onboarding buddy made the first weeks much easier.
C00365,R01298,what_to_change,"Honestly, the office rules changed twice this year with no explanation. It is the one thing I would change."
C00366,R01298,what_works,The direction for the year is clear and I can see how my work fits. The pension contribution and the extra leave days are genuinely good.
C00367,R01299,what_works,My team lead backs us up when things go wrong and that builds trust. Please keep it.
C00368,R01300,what_to_change,Recognition stops at my manager and never travels further up.
C00369,R01301,what_works,My onboarding buddy made the first weeks much easier.
C00370,R01304,what_to_change,Benefits are fine but the base salary is below what I am offered elsewhere. Otherwise this is a good place to work.
C00371,R01304,what_works,"Genuinely, the internal move I made last year was handled really well. Please keep it."
C00372,R01307,what_works,The pension contribution and the extra leave days are genuinely good.
C00373,R01309,what_to_change,"Honestly, promotions here go to people who are visible to leadership, not to people who deliver. This needs fixing this year."
C00374,R01312,what_to_change,To be direct: i answer messages at 10pm because there is no other way to keep up. It is the main reason people are looking elsewhere. Leadership talks about transparency and then reorganises without warning.
C00375,R01315,what_works,I can raise a concern here without worrying about how it will be taken. Please keep it.
C00376,R01318,what_to_change,"Good work is expected and never mentioned; mistakes are mentioned immediately. It is the one thing I would change. Promotions here go to people who are visible to leadership, not to people who deliver."
C00377,R01319,what_works,"Genuinely, my team is genuinely welcoming and people look out for each other. Please keep it."
C00378,R01321,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately.
C00379,R01321,what_works,One thing that works: the new scheduling tool has saved us hours every week.
C00380,R01322,what_to_change,To be direct: i raised the same issue three times and nothing came back. It is the main reason people are looking elsewhere.
C00381,R01328,what_works,My team is genuinely welcoming and people look out for each other. That should be the standard everywhere. My manager is genuinely supportive and gives me feedback I can use.
C00382,R01332,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately. Nothing has changed since the last survey.
C00383,R01334,what_to_change,The main issue is that my salary has not kept up with inflation for two years running. Frankly it is exhausting. Every week is firefighting; there is no capacity left for anything planned.
C00384,R01338,what_to_change,My manager cancels our one to ones more often than we hold them. This needs fixing this year. Recognition stops at my manager and never travels further up.
C00385,R01339,what_to_change,To be direct: there is no visible route from my role to the next one. It is the one thing I would change.
C00386,R01339,what_works,My team lead protects our workload and it makes a real difference.
C00387,R01340,what_to_change,To be direct: the team delivered a difficult project and nobody outside noticed.
C00388,R01342,what_to_change,"Honestly, recognition stops at my manager and never travels further up. It should not be this hard. Promotions here go to people who are visible to leadership, not to people who deliver."
C00389,R01343,what_to_change,The approval process takes longer than the work itself. This needs fixing this year. My salary has not kept up with inflation for two years running.
C00390,R01343,what_works,The hybrid arrangement works well for me and my team coordinates it sensibly.
C00391,R01347,what_to_change,Feedback only arrives when something goes wrong. It should not be this hard.
C00392,R01347,what_works,One thing that works: my team lead protects our workload and it makes a real difference.
C00393,R01349,what_to_change,"To be direct: my manager avoids difficult conversations, so problems in the team just continue. It should not be this hard."
C00394,R01352,what_to_change,"Honestly, new joiners are hired above people already doing the job. This needs fixing this year."
C00395,R01352,what_works,Since we added two people the pressure has come down a lot. Flexibility around school hours is the main reason I stay.
C00396,R01358,what_to_change,"Honestly, promotions here go to people who are visible to leadership, not to people who deliver."
C00397,R01358,what_works,One thing that works: the hybrid arrangement works well for me and my team coordinates it sensibly. Please keep it.
C00398,R01375,what_to_change,"Honestly, the pay bands are a secret, which makes it impossible to trust the process."
C00399,R01375,what_works,One thing that works: the new scheduling tool has saved us hours every week. Please keep it.
C00400,R01381,what_to_change,The main issue is that our systems do not talk to each other so we rekey the same data twice.
C00401,R01381,what_works,"Genuinely, my team is genuinely welcoming and people look out for each other. Please keep it."
C00402,R01388,what_to_change,Every week is firefighting; there is no capacity left for anything planned. The same voices dominate every meeting and the rest of us stop trying.
C00403,R01389,what_works,My manager is genuinely supportive and gives me feedback I can use. Please keep it.
C00404,R01397,what_to_change,Leadership talks about transparency and then reorganises without warning. This needs fixing this year.
C00405,R01398,what_to_change,"Honestly, we hire externally for roles that people inside could grow into."
C00406,R01401,what_works,One thing that works: my team lead protects our workload and it makes a real difference.
C00407,R01402,what_to_change,Recognition stops at my manager and never travels further up. My first month was three days of induction and then nothing.
C00408,R01402,what_works,"Genuinely, the direction for the year is clear and I can see how my work fits. Please keep it. Flexibility around school hours is the main reason I stay."
C00409,R01410,what_to_change,"Honestly, new joiners are hired above people already doing the job."
C00410,R01416,what_to_change,"Honestly, new joiners are hired above people already doing the job. The rest of my experience here is positive."
C00411,R01417,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately.
C00412,R01417,what_works,My team lead backs us up when things go wrong and that builds trust.
C00413,R01418,what_to_change,"Honestly, the team delivered a difficult project and nobody outside noticed. This needs fixing this year. New joiners are hired above people already doing the job."
C00414,R01418,what_works,The last town hall actually answered the hard questions honestly.
C00415,R01424,what_to_change,"The pay bands are a secret, which makes it impossible to trust the process."
C00416,R01429,what_to_change,I commute an hour to sit on video calls I could take from home. Otherwise this is a good place to work.
C00417,R01436,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately. This needs fixing this year. Benefits are fine but the base salary is below what I am offered elsewhere.
C00418,R01437,what_works,My team lead backs us up when things go wrong and that builds trust. Please keep it.
C00419,R01442,what_to_change,The main issue is that i have been in the same grade for four years with no conversation about what comes next. This needs fixing this year.
C00420,R01442,what_works,One thing that works: the direction for the year is clear and I can see how my work fits. Please keep it.
C00421,R01445,what_to_change,"I have been in the same grade for four years with no conversation about what comes next. My manager avoids difficult conversations, so problems in the team just continue."
C00422,R01452,what_to_change,"Honestly, promotions here go to people who are visible to leadership, not to people who deliver. Otherwise this is a good place to work."
C00423,R01453,what_to_change,The main issue is that there is no visible route from my role to the next one. This needs fixing this year.
C00424,R01453,what_works,My team is genuinely welcoming and people look out for each other. That should be the standard everywhere.
C00425,R01456,what_to_change,There is no visible route from my role to the next one.
C00426,R01456,what_works,My team is genuinely welcoming and people look out for each other. Please keep it.
C00427,R01465,what_to_change,I commute an hour to sit on video calls I could take from home. It is the one thing I would change.
C00428,R01465,what_works,The team shout-outs in our monthly meeting are a small thing that works. I can raise a concern here without worrying about how it will be taken.
C00429,R01467,what_to_change,Shift patterns get published too late to plan anything around them. Otherwise this is a good place to work. The approval process takes longer than the work itself.
C00430,R01467,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken. That should be the standard everywhere."
C00431,R01468,what_to_change,We are permanently short-staffed and the overtime has stopped feeling optional.
C00432,R01468,what_works,My development plan is real and we actually review it. That should be the standard everywhere.
C00433,R01472,what_works,The internal move I made last year was handled really well. Please keep it. The new scheduling tool has saved us hours every week.
C00434,R01473,what_to_change,To be direct: holiday requests get refused because we do not have the cover. This needs fixing this year.
C00435,R01473,what_works,"Genuinely, my manager is genuinely supportive and gives me feedback I can use. That should be the standard everywhere."
C00436,R01475,what_to_change,"The office rules changed twice this year with no explanation. Promotions here go to people who are visible to leadership, not to people who deliver."
C00437,R01479,what_to_change,The main issue is that the approval process takes longer than the work itself.
C00438,R01479,what_works,"Genuinely, i always know where I stand with my manager, which I value. My onboarding buddy made the first weeks much easier."
C00439,R01480,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately. This needs fixing this year. Every week is firefighting; there is no capacity left for anything planned.
C00440,R01491,what_to_change,My salary has not kept up with inflation for two years running. The rest of my experience here is positive.
C00441,R01492,what_to_change,"Honestly, i did not have a laptop for my first week, which set the tone. This needs fixing this year. We hire externally for roles that people inside could grow into."
C00442,R01492,what_works,My manager is genuinely supportive and gives me feedback I can use.
C00443,R01495,what_to_change,We hire externally for roles that people inside could grow into. Otherwise this is a good place to work.
C00444,R01498,what_to_change,The main issue is that i raised the same issue three times and nothing came back. This needs fixing this year.
C00445,R01499,what_to_change,To be direct: there is no visible route from my role to the next one. I am already looking at other options.
C00446,R01503,what_to_change,To be direct: i have been in the same grade for four years with no conversation about what comes next. Nothing has changed since the last survey. I answer messages at 10pm because there is no other way to keep up.
C00447,R01504,what_to_change,Benefits are fine but the base salary is below what I am offered elsewhere. It should not be this hard.
C00448,R01505,what_to_change,The approval process takes longer than the work itself. Frankly it is exhausting. I answer messages at 10pm because there is no other way to keep up.
C00449,R01505,what_works,"Genuinely, my team is genuinely welcoming and people look out for each other. My onboarding buddy made the first weeks much easier."
C00450,R01507,what_to_change,To be direct: strategy changes every quarter and nobody explains why. It should not be this hard. My first month was three days of induction and then nothing.
C00451,R01507,what_works,The new scheduling tool has saved us hours every week. Please keep it.
C00452,R01509,what_to_change,"Honestly, my first month was three days of induction and then nothing. Nothing has changed since the last survey."
C00453,R01512,what_to_change,The team delivered a difficult project and nobody outside noticed. It should not be this hard.
C00454,R01516,what_to_change,We hear about decisions that affect us from other teams first.
C00455,R01522,what_to_change,Recognition stops at my manager and never travels further up. Otherwise this is a good place to work.
C00456,R01522,what_works,Flexibility around school hours is the main reason I stay.
C00457,R01525,what_to_change,I commute an hour to sit on video calls I could take from home. This needs fixing this year.
C00458,R01525,what_works,My onboarding buddy made the first weeks much easier. That should be the standard everywhere.
C00459,R01529,what_to_change,"Town halls are broadcasts, not conversations - questions get filtered. The rest of my experience here is positive."
C00460,R01530,what_works,"Genuinely, my team is genuinely welcoming and people look out for each other. Please keep it."
C00461,R01532,what_to_change,I answer messages at 10pm because there is no other way to keep up. Otherwise this is a good place to work.
C00462,R01534,what_works,One thing that works: the direction for the year is clear and I can see how my work fits. My onboarding buddy made the first weeks much easier.
C00463,R01536,what_to_change,"Honestly, shift patterns get published too late to plan anything around them. It is the main reason people are looking elsewhere."
C00464,R01545,what_to_change,"Honestly, the pay bands are a secret, which makes it impossible to trust the process."
C00465,R01549,what_to_change,"Honestly, good work is expected and never mentioned; mistakes are mentioned immediately. This needs fixing this year."
C00466,R01564,what_works,One thing that works: the direction for the year is clear and I can see how my work fits.
C00467,R01565,what_to_change,New joiners are hired above people already doing the job. This needs fixing this year.
C00468,R01568,what_to_change,To be direct: i commute an hour to sit on video calls I could take from home.
C00469,R01568,what_works,One thing that works: my manager is genuinely supportive and gives me feedback I can use. That should be the standard everywhere.
C00470,R01570,what_to_change,The same voices dominate every meeting and the rest of us stop trying. This needs fixing this year. I raised the same issue three times and nothing came back.
C00471,R01570,what_works,"Genuinely, the pension contribution and the extra leave days are genuinely good."
C00472,R01576,what_to_change,Every week is firefighting; there is no capacity left for anything planned. It is the one thing I would change.
C00473,R01576,what_works,The team shout-outs in our monthly meeting are a small thing that works.
C00474,R01577,what_works,My manager is genuinely supportive and gives me feedback I can use.
C00475,R01582,what_to_change,"The main issue is that i did not have a laptop for my first week, which set the tone. Our systems do not talk to each other so we rekey the same data twice."
C00476,R01583,what_to_change,The approval process takes longer than the work itself. Otherwise this is a good place to work. Recognition stops at my manager and never travels further up.
C00477,R01583,what_works,"Genuinely, the direction for the year is clear and I can see how my work fits."
C00478,R01585,what_to_change,"Town halls are broadcasts, not conversations - questions get filtered."
C00479,R01589,what_to_change,We hear about decisions that affect us from other teams first. The rest of my experience here is positive.
C00480,R01589,what_works,"Genuinely, i always know where I stand with my manager, which I value."
C00481,R01598,what_to_change,The approval process takes longer than the work itself. Otherwise this is a good place to work.
C00482,R01598,what_works,One thing that works: my manager makes a point of recognising good work publicly. Please keep it. The pension contribution and the extra leave days are genuinely good.
C00483,R01599,what_to_change,"To be direct: my manager avoids difficult conversations, so problems in the team just continue. Otherwise this is a good place to work."
C00484,R01601,what_works,"One thing that works: i always know where I stand with my manager, which I value. Please keep it."
C00485,R01606,what_works,The pension contribution and the extra leave days are genuinely good. The last town hall actually answered the hard questions honestly.
C00486,R01610,what_to_change,The main issue is that shift patterns get published too late to plan anything around them. I am already looking at other options.
C00487,R01610,what_works,The new scheduling tool has saved us hours every week. Please keep it. The pension contribution and the extra leave days are genuinely good.
C00488,R01613,what_to_change,Training budget exists on paper but every request gets postponed. Otherwise this is a good place to work.
C00489,R01613,what_works,My team is genuinely welcoming and people look out for each other. Since we added two people the pressure has come down a lot.
C00490,R01620,what_to_change,My first month was three days of induction and then nothing. This needs fixing this year.
C00491,R01620,what_works,I can raise a concern here without worrying about how it will be taken. My team lead backs us up when things go wrong and that builds trust.
C00492,R01621,what_to_change,To be direct: my first month was three days of induction and then nothing.
C00493,R01635,what_to_change,The main issue is that my manager cancels our one to ones more often than we hold them. It is the one thing I would change.
C00494,R01635,what_works,The pension contribution and the extra leave days are genuinely good. Please keep it.
C00495,R01637,what_to_change,I commute an hour to sit on video calls I could take from home.
C00496,R01638,what_to_change,To be direct: good work is expected and never mentioned; mistakes are mentioned immediately. I raised the same issue three times and nothing came back.
C00497,R01638,what_works,Since we added two people the pressure has come down a lot. That should be the standard everywhere.
C00498,R01643,what_to_change,To be direct: i have been in the same grade for four years with no conversation about what comes next. It should not be this hard. The office rules changed twice this year with no explanation.
C00499,R01654,what_to_change,Training budget exists on paper but every request gets postponed.
C00500,R01654,what_works,I can raise a concern here without worrying about how it will be taken.
C00501,R01656,what_works,My team is genuinely welcoming and people look out for each other.
C00502,R01662,what_to_change,To be direct: i commute an hour to sit on video calls I could take from home.
C00503,R01662,what_works,"Genuinely, my onboarding buddy made the first weeks much easier. The hybrid arrangement works well for me and my team coordinates it sensibly."
C00504,R01665,what_to_change,Everything important is decided in English at a speed that excludes half the room. It should not be this hard.
C00505,R01665,what_works,One thing that works: my manager is genuinely supportive and gives me feedback I can use. That should be the standard everywhere. My team is genuinely welcoming and people look out for each other.
C00506,R01669,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken."
C00507,R01675,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken. Please keep it. The internal move I made last year was handled really well."
C00508,R01677,what_to_change,"The main issue is that i did not have a laptop for my first week, which set the tone. Frankly it is exhausting. Town halls are broadcasts, not conversations - questions get filtered."
C00509,R01677,what_works,"Genuinely, my team lead backs us up when things go wrong and that builds trust. The team shout-outs in our monthly meeting are a small thing that works."
C00510,R01680,what_works,One thing that works: my team lead backs us up when things go wrong and that builds trust. Please keep it. The internal move I made last year was handled really well.
C00511,R01685,what_to_change,I commute an hour to sit on video calls I could take from home. This needs fixing this year.
C00512,R01685,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken."
C00513,R01690,what_to_change,"Honestly, recognition stops at my manager and never travels further up. It is the one thing I would change. Everything important is decided in English at a speed that excludes half the room."
C00514,R01690,what_works,One thing that works: the last town hall actually answered the hard questions honestly. That should be the standard everywhere. My team is genuinely welcoming and people look out for each other.
C00515,R01699,what_works,The pension contribution and the extra leave days are genuinely good. I can raise a concern here without worrying about how it will be taken.
C00516,R01703,what_to_change,New joiners are hired above people already doing the job. It is the one thing I would change.
C00517,R01705,what_to_change,"Honestly, the pay bands are a secret, which makes it impossible to trust the process. Otherwise this is a good place to work."
C00518,R01705,what_works,One thing that works: my manager is genuinely supportive and gives me feedback I can use. Please keep it.
C00519,R01707,what_to_change,To be direct: my first month was three days of induction and then nothing.
C00520,R01710,what_to_change,Getting access to a tool takes weeks and nobody owns the process. The rest of my experience here is positive.
C00521,R01713,what_to_change,To be direct: i commute an hour to sit on video calls I could take from home.
C00522,R01714,what_to_change,My first month was three days of induction and then nothing.
C00523,R01716,what_to_change,"Town halls are broadcasts, not conversations - questions get filtered."
C00524,R01716,what_works,One thing that works: i can raise a concern here without worrying about how it will be taken.
C00525,R01724,what_to_change,I answer messages at 10pm because there is no other way to keep up. It should not be this hard.
C00526,R01724,what_works,One thing that works: the new scheduling tool has saved us hours every week.
C00527,R01728,what_to_change,My first month was three days of induction and then nothing. It should not be this hard.
C00528,R01728,what_works,One thing that works: my team lead backs us up when things go wrong and that builds trust. Please keep it. My development plan is real and we actually review it.
C00529,R01729,what_works,"Genuinely, my onboarding buddy made the first weeks much easier. My team is genuinely welcoming and people look out for each other."
C00530,R01731,what_to_change,"I did not have a laptop for my first week, which set the tone."
C00531,R01731,what_works,One thing that works: the direction for the year is clear and I can see how my work fits. The team shout-outs in our monthly meeting are a small thing that works.
C00532,R01734,what_to_change,The team delivered a difficult project and nobody outside noticed. Our systems do not talk to each other so we rekey the same data twice.
C00533,R01736,what_to_change,I commute an hour to sit on video calls I could take from home. I am already looking at other options.
C00534,R01739,what_to_change,The main issue is that shift patterns get published too late to plan anything around them.
C00535,R01741,what_to_change,My salary has not kept up with inflation for two years running. Frankly it is exhausting. We hear about decisions that affect us from other teams first.
C00536,R01741,what_works,One thing that works: my onboarding buddy made the first weeks much easier. My development plan is real and we actually review it.
C00537,R01742,what_to_change,To be direct: training budget exists on paper but every request gets postponed. Nothing has changed since the last survey.
C00538,R01742,what_works,"Genuinely, i can raise a concern here without worrying about how it will be taken. That should be the standard everywhere."
C00539,R01748,what_to_change,To be direct: i raised the same issue three times and nothing came back. I am already looking at other options.
C00540,R01758,what_to_change,"Honestly, i have been in the same grade for four years with no conversation about what comes next. Frankly it is exhausting."
C00541,R01758,what_works,My onboarding buddy made the first weeks much easier.
C00542,R01759,what_to_change,"Honestly, town halls are broadcasts, not conversations - questions get filtered. I did not have a laptop for my first week, which set the tone."
C00543,R01767,what_to_change,Leadership talks about transparency and then reorganises without warning.
C00544,R01767,what_works,"I always know where I stand with my manager, which I value."
C00545,R01769,what_works,My team lead backs us up when things go wrong and that builds trust. That should be the standard everywhere.
C00546,R01773,what_to_change,To be direct: benefits are fine but the base salary is below what I am offered elsewhere. The rest of my experience here is positive.
C00547,R01776,what_to_change,To be direct: our systems do not talk to each other so we rekey the same data twice. It is the one thing I would change.
C00548,R01778,what_works,I can raise a concern here without worrying about how it will be taken. That should be the standard everywhere.
C00549,R01780,what_to_change,Everything important is decided in English at a speed that excludes half the room. The rest of my experience here is positive.
C00550,R01800,what_works,Flexibility around school hours is the main reason I stay. Please keep it.
C00551,R01813,what_to_change,"Honestly, my first month was three days of induction and then nothing."
C00552,R01816,what_to_change,"Two people left my team last year and neither was replaced, so the work just moved to us. It should not be this hard."
C00553,R01817,what_works,Since we added two people the pressure has come down a lot. Please keep it.
C00554,R01821,what_works,My onboarding buddy made the first weeks much easier. Please keep it.
C00555,R01825,what_to_change,The main issue is that we hear about decisions that affect us from other teams first. My first month was three days of induction and then nothing.
C00556,R01826,what_works,"Genuinely, my team lead backs us up when things go wrong and that builds trust."
C00557,R01828,what_to_change,To be direct: benefits are fine but the base salary is below what I am offered elsewhere. Nothing has changed since the last survey.
C00558,R01833,what_to_change,We hire externally for roles that people inside could grow into.
C00559,R01833,what_works,Flexibility around school hours is the main reason I stay. Please keep it.
C00560,R01842,what_to_change,To be direct: benefits are fine but the base salary is below what I am offered elsewhere. The rest of my experience here is positive.
C00561,R01842,what_works,"Genuinely, the last town hall actually answered the hard questions honestly. Please keep it. My team lead protects our workload and it makes a real difference."
C00562,R01849,what_to_change,There is no visible route from my role to the next one. My first month was three days of induction and then nothing.
C00563,R01851,what_to_change,My salary has not kept up with inflation for two years running.
C00564,R01854,what_to_change,"To be direct: my first month was three days of induction and then nothing. Promotions here go to people who are visible to leadership, not to people who deliver."
C00565,R01856,what_to_change,To be direct: the office rules changed twice this year with no explanation. It should not be this hard.
C00566,R01860,what_to_change,Recognition stops at my manager and never travels further up. It should not be this hard.
C00567,R01860,what_works,"Genuinely, my team is genuinely welcoming and people look out for each other. Please keep it."
C00568,R01865,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately. It should not be this hard.
C00569,R01871,what_to_change,My first month was three days of induction and then nothing. Otherwise this is a good place to work.
C00570,R01871,what_works,One thing that works: my team is genuinely welcoming and people look out for each other. Please keep it.
C00571,R01872,what_to_change,Everything important is decided in English at a speed that excludes half the room. Otherwise this is a good place to work.
C00572,R01872,what_works,"Genuinely, the last town hall actually answered the hard questions honestly. My onboarding buddy made the first weeks much easier."
C00573,R01873,what_to_change,The main issue is that there is no visible route from my role to the next one. Otherwise this is a good place to work.
C00574,R01873,what_works,One thing that works: the pension contribution and the extra leave days are genuinely good.
C00575,R01877,what_to_change,The main issue is that the team delivered a difficult project and nobody outside noticed. We hear about decisions that affect us from other teams first.
C00576,R01877,what_works,My team lead backs us up when things go wrong and that builds trust. That should be the standard everywhere.
C00577,R01879,what_to_change,"The main issue is that the pay bands are a secret, which makes it impossible to trust the process. It should not be this hard."
C00578,R01879,what_works,My team is genuinely welcoming and people look out for each other. That should be the standard everywhere. My manager is genuinely supportive and gives me feedback I can use.
C00579,R01886,what_to_change,To be direct: i have been in the same grade for four years with no conversation about what comes next.
C00580,R01898,what_to_change,"Honestly, the team delivered a difficult project and nobody outside noticed. The same voices dominate every meeting and the rest of us stop trying."
C00581,R01899,what_to_change,I commute an hour to sit on video calls I could take from home. This needs fixing this year.
C00582,R01900,what_to_change,The main issue is that there is no visible route from my role to the next one. The same voices dominate every meeting and the rest of us stop trying.
C00583,R01901,what_to_change,Good work is expected and never mentioned; mistakes are mentioned immediately. This needs fixing this year. We hear about decisions that affect us from other teams first.
C00584,R01911,what_works,"I always know where I stand with my manager, which I value. That should be the standard everywhere."
C00585,R01919,what_works,One thing that works: my team lead backs us up when things go wrong and that builds trust.
C00586,R01921,what_works,My team is genuinely welcoming and people look out for each other. Please keep it. The hybrid arrangement works well for me and my team coordinates it sensibly.
C00587,R01922,what_to_change,The main issue is that i have been in the same grade for four years with no conversation about what comes next. The same voices dominate every meeting and the rest of us stop trying.
C00588,R01922,what_works,I can raise a concern here without worrying about how it will be taken.
C00589,R01924,what_to_change,Benefits are fine but the base salary is below what I am offered elsewhere. Otherwise this is a good place to work. We hire externally for roles that people inside could grow into.
C00590,R01933,what_to_change,To be direct: my first month was three days of induction and then nothing.
C00591,R01935,what_to_change,"I did not have a laptop for my first week, which set the tone. Otherwise this is a good place to work."
C00592,R01936,what_to_change,I have been in the same grade for four years with no conversation about what comes next.
C00593,R01939,what_to_change,"Honestly, shift patterns get published too late to plan anything around them. Nothing has changed since the last survey."
